name,email,gender,ip_address,phone,job,ssn,credit_card,income_per_year,age,number_kids,city,signs
Jonathon Emlyn,jemlyner@psu.edu,Male,99.242.33.232,401-562-5739,Manager,124-27-6895,5100178168533158,54152,57,3,Lisboa,Capricorn
Stu Gayden,sgaydenes@utexas.edu,Male,152.143.134.79,422-398-4164,Teacher,893-14-1664,3551071602714188,30989,31,1,Viseu,Virgo
Byrom Burdin,bburdinet@amazon.co.jp,Male,0.18.236.186,692-109-3684,Doctor,268-77-4916,201623445039676,73261,55,1,Porto,Aries
Rubina Stollery,rstolleryeu@npr.org,Female,57.227.72.200,383-558-3699,Doctor,800-41-7392,3586975612054469,96978,26,1,Braga,Pisces
Ogdan Anthona,oanthonaev@icq.com,Male,108.231.153.16,374-310-6308,Engineer,238-10-0952,374283540744125,59972,36,0,Aveiro,Libra
Irv Pieracci,ipieracciew@amazon.co.uk,Male,189.14.4.214,377-447-4291,Accountant,220-34-3935,"5,61039719138374E+016",55774,56,2,Coimbra,Pisces
Jessee Skune,jskuneex@i2i.jp,Male,126.105.113.175,951-249-4263,Doctor,307-07-1768,5414319129413525,61176,37,4,Lisboa,Cancer
Sebastian Balcon,sbalconey@google.de,Male,219.178.12.33,287-847-4413,Lawyer,688-90-9763,"6,76371092453574E+017",60033,34,1,Castelo Branco,Libra
Brenna Heningham,bheninghamez@vkontakte.ru,Female,148.60.95.162,217-854-7519,Waiter,131-66-8316,"6,33409766028672E+018",17264,26,4,Castelo Branco,Capricorn
Constancia Greer,cgreerf0@people.com.cn,Female,170.185.27.112,369-552-8450,Engineer,684-10-3419,"5,01808250478179E+017",46743,51,1,Coimbra,Libra
Garald Staff,gstafff1@dedecms.com,Male,52.49.237.70,158-438-2506,Manager,815-38-3619,30328068295277,49419,23,0,Porto,Cancer
Sabra Skippen,sskippenf2@mysql.com,Female,100.107.16.109,613-660-4967,Waiter,202-58-7067,5289317692002131,18612,31,3,Porto,Taurus
Bride Fiddian,bfiddianf3@xrea.com,Female,99.205.199.54,465-254-4808,Lawyer,710-88-7621,3582219299986816,61831,46,1,Aveiro,Libra
Desiri Bunce,dbuncef4@craigslist.org,Female,75.116.75.14,475-954-5422,Accountant,656-47-8926,3577907143633843,55411,31,1,Lisboa,Gemini
Brandy Filippazzo,bfilippazzof5@aol.com,Female,22.173.226.139,897-470-6361,Teacher,562-36-4495,"6,76181123826804E+017",30599,48,0,Castelo Branco,Taurus
Glyn Everix,geverixf6@cornell.edu,Female,195.235.95.145,277-592-9404,Lawyer,172-05-0847,3541907153178831,32528,60,1,Porto,Aquarius
Colet McNaught,cmcnaughtf7@nymag.com,Male,49.238.29.15,182-159-2498,Doctor,771-83-0120,3536189226821989,71689,60,3,Aveiro,Capricorn
Bern Pfeffle,bpfefflef8@techcrunch.com,Male,52.159.13.237,351-206-1842,Teacher,474-72-4947,6333347564222487,27860,57,2,Faro,Aquarius
Avis Broxton,abroxtonf9@barnesandnoble.com,Female,182.132.232.60,797-858-1032,Engineer,403-64-4195,"5,03875565987075E+017",57667,35,4,Castelo Branco,Libra
Filmore Congram,fcongramfa@google.fr,Male,240.165.140.109,553-484-9054,Doctor,704-71-1273,5602230624177147,99992,41,0,Aveiro,Capricorn
Yale Kennion,ykennionfb@goo.ne.jp,Male,197.146.73.72,928-975-8470,Waiter,423-25-1175,5602242651506361,10316,36,1,Coimbra,Aries
Anabelle Pinfold,apinfoldfc@cam.ac.uk,Female,72.118.62.221,227-664-2499,Manager,719-40-8158,3579293843846094,53369,55,3,Porto,Pisces
Lutero Kapiloff,lkapilofffd@bluehost.com,Male,145.169.62.52,950-175-2840,Doctor,362-13-5533,"5,60222239586151E+017",78871,39,4,Braga,Capricorn
Myra Forrest,mforrestfe@macromedia.com,Female,212.90.63.109,740-891-6748,Accountant,670-65-7646,6763035350654588,49037,44,0,Coimbra,Aries
Auroora Duddin,aduddinff@hhs.gov,Female,198.106.47.61,460-810-7461,Manager,382-33-1386,6389713190899670,47954,24,0,Braga,Capricorn
Jamill Wasteney,jwasteneyfg@altervista.org,Male,161.135.50.86,596-820-6957,Engineer,816-29-0609,3587169113755753,43788,44,4,Castelo Branco,Aries
Carr Casa,ccasafh@dedecms.com,Male,72.22.214.114,857-685-0873,Doctor,344-81-8134,201878224644712,64442,60,2,Lisboa,Aries
Nappie Stillert,nstillertfi@themeforest.net,Male,145.9.189.89,574-569-8043,Accountant,594-97-3570,"5,89374547345425E+018",47011,32,0,Viseu,Virgo
Lacie Sheards,lsheardsfj@bravesites.com,Female,74.81.41.181,734-403-3372,Doctor,628-63-4426,3544908288094049,93482,38,1,Coimbra,Virgo
Rebekkah Hammill,rhammillfk@friendfeed.com,Female,166.202.174.125,593-414-5390,Accountant,521-27-9596,370084036533194,43453,49,0,Faro,Libra
Wilden Springett,wspringettfl@chronoengine.com,Male,245.138.84.164,589-811-2704,Waiter,758-05-2089,3576101277476804,18554,39,4,Porto,Taurus
Myca Robbert,mrobbertfm@bbb.org,Male,213.226.207.237,459-370-9384,Lawyer,342-58-3207,3556063849645700,49439,30,2,Lisboa,Scorpio
Bordy Harrild,bharrildfn@craigslist.org,Male,213.46.83.196,451-686-0710,Teacher,754-13-3328,30554394246235,21596,53,3,Lisboa,Capricorn
Ethyl Cavolini,ecavolinifo@bandcamp.com,Female,202.233.152.90,201-629-8545,Waiter,242-09-5551,6771519978719337,13123,52,3,Viseu,Gemini
Casi Salvadore,csalvadorefp@adobe.com,Female,72.117.201.164,868-449-0810,Teacher,371-29-4962,3557038439604571,27299,38,1,Viseu,Virgo
Kim Boarleyson,kboarleysonfq@amazon.de,Female,106.17.94.177,944-193-5437,Manager,498-28-3500,3547818366913944,47847,46,4,Braga,Pisces
Claybourne Parriss,cparrissfr@cnn.com,Male,130.184.104.231,927-187-2837,Manager,677-91-4789,3568779910099800,45134,29,1,Porto,Aries
Val Vankeev,vvankeevfs@devhub.com,Male,62.21.176.23,733-105-9551,Waiter,359-09-5030,201853342918959,14936,23,0,Coimbra,Scorpio
Dario Tomowicz,dtomowiczft@geocities.jp,Male,57.44.185.133,602-812-6600,Engineer,804-77-1969,"5,60221021862452E+017",43212,58,1,Faro,Virgo
Marysa Louth,mlouthfu@wsj.com,Female,248.63.249.235,828-322-5678,Manager,765-10-6293,4917721931824143,43559,58,2,Porto,Leo
Horatius Jozwiak,hjozwiakfv@china.com.cn,Male,212.134.131.238,595-949-5788,Teacher,324-50-9978,3570018454865797,33893,50,4,Viseu,Aquarius
Phaedra Jellis,pjellisfw@bbb.org,Female,236.158.162.219,599-997-9685,Teacher,722-70-5427,3583472449664010,26768,52,4,Braga,Aquarius
Arch Edrich,aedrichfx@pinterest.com,Male,132.138.145.6,914-455-8392,Waiter,789-28-7330,3585916157670351,11792,58,1,Viseu,Aries
Der Trench,dtrenchfy@earthlink.net,Male,182.134.240.10,212-459-2514,Accountant,794-88-0446,3567387636651374,55017,45,2,Braga,Leo
Camey Blazynski,cblazynskifz@free.fr,Male,21.40.218.92,942-489-2465,Lawyer,661-35-4686,374288289462730,31772,50,2,Aveiro,Gemini
Neddy Jarritt,njarrittg0@networksolutions.com,Male,56.11.116.66,720-372-3843,Doctor,171-04-5047,5474817169099119,88448,38,3,Faro,Gemini
Marna Maldin,mmalding1@mail.ru,Female,203.71.126.31,826-264-7106,Manager,413-36-8931,201561468274962,57552,42,4,Porto,Aries
Melvin Hatherill,mhatherillg2@dailymail.co.uk,Male,38.132.83.205,657-954-4165,Doctor,623-07-9757,"6,70656310895772E+017",91328,34,1,Porto,Libra
Humfrid McMonies,hmcmoniesg3@nhs.uk,Male,213.225.222.24,696-538-8824,Doctor,476-85-8405,3532475275916372,90940,58,1,Aveiro,Aquarius
Elia Canwell,ecanwellg4@utexas.edu,Male,200.49.226.209,498-179-0003,Teacher,504-34-8864,3537584178619473,26429,46,0,Viseu,Pisces
Siana Moyse,smoyseg5@bluehost.com,Female,128.92.230.140,336-105-6702,Waiter,773-66-3438,"4,93609787266016E+017",10711,49,0,Porto,Scorpio
Reynold Gwyneth,rgwynethg6@jugem.jp,Male,177.64.49.166,332-536-7103,Doctor,354-60-9901,6394282437389179,95443,42,4,Viseu,Taurus
Karoly Honniebal,khonniebalg7@army.mil,Male,234.20.119.64,133-923-9411,Manager,548-65-8979,5002354281811461,52255,48,0,Coimbra,Cancer
Luce Olander,lolanderg8@yale.edu,Female,168.234.139.11,463-740-5615,Teacher,124-64-5075,3581678899839116,24006,38,1,Porto,Aries
Llywellyn Rothchild,lrothchildg9@npr.org,Male,75.3.22.91,433-178-6934,Doctor,272-17-5524,3576074840157963,71472,56,2,Porto,Virgo
Stanislaw Hollows,shollowsga@skyrock.com,Male,242.181.96.219,204-333-9776,Doctor,268-78-2091,3569049890162286,80061,34,2,Castelo Branco,Cancer
Vivianne Cloney,vcloneygb@reuters.com,Female,17.247.55.185,398-921-9623,Teacher,249-52-7904,"6,30463390472108E+018",30522,59,1,Porto,Pisces
Freida Beldom,fbeldomgc@lulu.com,Female,159.141.63.208,627-121-8732,Accountant,792-43-3194,5170670059745359,50172,55,1,Porto,Aries
Maddy Sandon,msandongd@cbslocal.com,Male,208.153.226.53,782-768-5190,Doctor,659-45-2225,"6,33324857154858E+018",88066,37,0,Aveiro,Leo
Irvin Raffels,iraffelsge@wunderground.com,Male,109.45.181.83,968-126-4558,Waiter,655-69-2920,201421088673756,17271,55,3,Castelo Branco,Aquarius
Richardo Philcock,rphilcockgf@arstechnica.com,Male,123.243.159.27,354-351-4202,Teacher,765-40-5152,4026379987469194,21461,24,4,Viseu,Capricorn
Nevin Mumberson,nmumbersongg@imageshack.us,Male,190.130.167.162,137-635-3198,Engineer,655-90-1955,"6,76340892055601E+017",55608,49,1,Aveiro,Leo
Kristopher Munford,kmunfordgh@marketwatch.com,Male,32.167.111.157,990-447-2432,Lawyer,657-20-6744,3583112156757967,61132,48,3,Aveiro,Scorpio
Galina Attwool,gattwoolgi@altervista.org,Female,164.90.43.101,606-556-5190,Manager,738-32-6723,3545823805116622,41961,33,3,Castelo Branco,Virgo
Carey Capron,ccaprongj@yolasite.com,Female,85.19.175.39,148-516-7603,Manager,397-07-7637,5048378115473731,46792,31,2,Faro,Pisces
Noella Hartless,nhartlessgk@twitpic.com,Female,104.202.83.150,702-969-2869,Accountant,313-21-2390,4405188984702643,44491,44,3,Coimbra,Capricorn
Bertram Smallsman,bsmallsmangl@mlb.com,Male,142.97.26.228,626-714-4674,Accountant,278-37-6789,3532138474843785,43966,37,2,Lisboa,Libra
Barbette Kibbey,bkibbeygm@ftc.gov,Female,143.186.227.113,871-181-2795,Manager,808-58-9742,5330950017498938,43672,36,1,Viseu,Leo
Wildon Vasile,wvasilegn@ovh.net,Male,113.207.187.122,378-925-3214,Teacher,640-71-6275,5403151273864911,21905,58,0,Lisboa,Aries
Quintus Keedwell,qkeedwellgo@histats.com,Male,113.204.221.250,266-248-5888,Lawyer,407-35-9301,4017951455120,44351,38,4,Aveiro,Pisces
Prudence Brandassi,pbrandassigp@ow.ly,Female,46.159.212.181,696-970-0159,Teacher,748-98-3748,3528308746865520,27728,27,1,Aveiro,Cancer
Woody Dewen,wdewengq@ucoz.ru,Male,108.236.247.87,624-175-8326,Engineer,500-90-6710,343000396966109,44644,46,3,Aveiro,Aquarius
Reidar Kybbye,rkybbyegr@hexun.com,Male,134.159.169.123,654-178-7378,Accountant,442-17-9741,3554433415137790,58151,27,2,Castelo Branco,Capricorn
Kial Brun,kbrungs@tmall.com,Female,109.183.173.254,939-595-6240,Waiter,549-17-8938,"5,61047418507864E+016",11235,32,4,Lisboa,Scorpio
Ricard Gherardini,rgherardinigt@w3.org,Male,229.48.240.62,929-762-1416,Waiter,756-90-9171,4911428325971110,16811,43,1,Faro,Aquarius
Portia MacPherson,pmacphersongu@surveymonkey.com,Female,85.205.36.253,674-253-9095,Engineer,607-29-9387,3576242815721630,53040,29,4,Aveiro,Cancer
Hope Huey,hhueygv@alibaba.com,Female,232.144.159.80,504-499-9009,Manager,408-52-8186,3562325166030929,44709,32,3,Porto,Pisces
Rhodie Courtin,rcourtingw@booking.com,Female,82.14.216.135,899-442-0385,Engineer,160-88-3387,337941548836302,55415,43,1,Coimbra,Aries
Melessa O' Mara,mogx@sitemeter.com,Female,148.135.216.0,958-231-0836,Waiter,135-71-2603,3538605033503948,11406,48,1,Lisboa,Cancer
Bernelle Lamport,blamportgy@mapy.cz,Female,174.27.37.25,441-852-2272,Manager,553-53-2026,3534634351955864,53736,60,1,Aveiro,Taurus
Melantha Dalgliesh,mdalglieshgz@huffingtonpost.com,Female,34.77.20.72,915-979-8830,Engineer,512-13-0404,4041379814304,44472,23,1,Braga,Libra
Saidee Brosio,sbrosioh0@twitter.com,Female,184.67.36.7,789-118-7053,Lawyer,846-51-6743,3530946982339175,68434,32,1,Braga,Aries
Odo Eddisforth,oeddisforthh1@ihg.com,Male,141.188.124.247,219-340-6521,Accountant,197-73-3628,3573843497505309,51373,53,0,Lisboa,Aquarius
Bartram Maxted,bmaxtedh2@netlog.com,Male,45.159.194.147,287-115-4417,Lawyer,825-23-9750,"6,33110184304945E+018",71605,34,1,Aveiro,Pisces
Odette Takis,otakish3@yahoo.co.jp,Female,167.100.231.69,336-373-3102,Accountant,669-60-0135,4041375792108,48827,54,3,Lisboa,Leo
Garik Swanson,gswansonh4@netscape.com,Male,163.3.143.160,733-586-5437,Doctor,529-18-4635,3589151901666705,86627,25,2,Porto,Taurus
Sammie Inglis,singlish5@nih.gov,Male,107.146.32.29,422-619-6070,Accountant,579-92-6092,"6,76760894464783E+018",42292,33,3,Aveiro,Capricorn
Oliver Cinderey,ocindereyh6@amazon.de,Male,57.86.25.238,336-748-1821,Accountant,406-19-2438,4917504294928564,59518,47,3,Coimbra,Leo
Shelton Pagnin,spagninh7@over-blog.com,Male,93.61.3.81,936-369-3688,Teacher,464-74-6385,4017955652326,30769,59,0,Faro,Sagittarius
Udell Pauletti,upaulettih8@over-blog.com,Male,152.13.142.208,480-932-9844,Manager,662-35-8604,5242691113319175,58147,53,0,Coimbra,Cancer
Hobie Thormwell,hthormwellh9@europa.eu,Male,48.62.107.48,363-413-1923,Doctor,664-90-4755,6761755111161050,97802,33,0,Castelo Branco,Sagittarius
Lexie Starsmeare,lstarsmeareha@google.com.hk,Female,162.148.42.58,561-860-0683,Accountant,545-25-0793,5641821400044700,46895,36,3,Castelo Branco,Aquarius
Latrena Klageman,lklagemanhb@bigcartel.com,Female,134.153.160.27,810-307-7177,Lawyer,640-06-1275,3561450123215255,71339,37,0,Viseu,Libra
Ambrosius Stalf,astalfhc@vinaora.com,Male,57.14.9.215,920-813-6199,Accountant,268-58-8975,3543212058695023,44903,29,4,Viseu,Aquarius
Antony Domeney,adomeneyhd@skyrock.com,Male,168.135.43.91,128-672-3869,Engineer,599-13-9013,374288552105578,49648,34,4,Lisboa,Libra
Gay Cavilla,gcavillahe@twitter.com,Female,66.105.166.179,591-870-1228,Lawyer,174-91-0403,4844784906451803,42376,58,2,Castelo Branco,Leo
Ruttger Cullinan,rcullinanhf@behance.net,Male,249.163.146.233,635-436-9225,Lawyer,806-02-0600,342329642589535,36104,43,2,Porto,Capricorn
Jaye Cottell,jcottellhg@dion.ne.jp,Male,152.244.109.45,458-130-1688,Waiter,553-41-9754,"4,90514781428572E+017",16489,55,1,Viseu,Capricorn
Alyosha Binden,abindenhh@blogger.com,Male,83.134.179.153,248-508-4979,Manager,897-94-3654,3574184850642358,57508,32,3,Aveiro,Pisces
Leland Tradewell,ltradewellhi@nydailynews.com,Female,144.52.154.239,467-789-3080,Accountant,206-19-5875,4026666658934468,55332,60,2,Castelo Branco,Scorpio
Olympie Dulling,odullinghj@bravesites.com,Female,215.241.30.33,103-381-4480,Waiter,356-07-5600,3561484754126218,16636,33,0,Braga,Capricorn
Taryn Lundy,tlundyhk@umich.edu,Female,140.246.88.111,638-948-4324,Manager,776-49-3799,3571001543712823,53188,46,1,Viseu,Pisces
Hobey O'Logan,hologanhl@craigslist.org,Male,62.44.83.248,907-853-5024,Teacher,397-05-0593,4903318865115493,20382,27,0,Viseu,Pisces
Dagny Kinton,dkintonhm@examiner.com,Male,138.154.118.201,229-620-9617,Teacher,663-56-7116,4905606154987855,22332,52,0,Aveiro,Scorpio
Clari Carolan,ccarolanhn@twitpic.com,Female,108.126.181.220,648-281-3403,Manager,559-69-8860,3587698444151134,44569,35,0,Castelo Branco,Libra
Zsazsa Kittles,zkittlesho@360.cn,Female,170.239.83.217,449-559-6383,Manager,587-11-8444,337941613461366,46390,55,0,Braga,Libra
Eba Collis,ecollishp@disqus.com,Female,206.237.80.142,229-782-1565,Waiter,594-39-9011,374288360096399,10864,27,3,Lisboa,Taurus
Renata Fryman,rfrymanhq@ucoz.ru,Female,92.47.111.145,182-386-7493,Manager,883-79-1654,"5,60221557642542E+017",57366,37,3,Lisboa,Taurus
Spence Dachey,sdacheyhr@springer.com,Male,40.0.219.13,255-131-4869,Lawyer,347-35-9515,5108758027351280,74972,32,1,Coimbra,Aries
Cariotta Noone,cnoonehs@privacy.gov.au,Female,139.19.57.246,843-551-6513,Teacher,669-73-9943,3574878779936227,23534,41,4,Coimbra,Pisces
Sisely Krebs,skrebsht@histats.com,Female,61.167.251.184,347-436-5397,Accountant,885-98-8468,30563274671982,52744,57,2,Viseu,Pisces
Randal De Malchar,rdehu@europa.eu,Male,192.181.235.22,515-839-9297,Doctor,448-46-9687,5602233731699433,73561,41,3,Braga,Gemini
Patrizia Fennelow,pfennelowhv@xrea.com,Female,78.185.73.59,917-494-6112,Doctor,305-81-3806,"6,77114188161928E+017",62072,59,1,Lisboa,Scorpio
Avivah Aves,aaveshw@skype.com,Female,76.200.130.10,672-705-7589,Manager,816-98-0755,3539348038523301,50909,42,1,Coimbra,Virgo
Derek Ancliff,dancliffhx@pinterest.com,Male,147.83.114.146,302-411-0883,Waiter,303-13-5284,"5,60225855295942E+018",19733,37,2,Porto,Capricorn
Julita Divers,jdivershy@telegraph.co.uk,Female,68.245.43.109,528-604-6398,Doctor,200-12-0296,3533537878531582,69430,53,2,Castelo Branco,Sagittarius
Lainey Corwin,lcorwinhz@paypal.com,Female,36.76.173.66,490-601-4498,Accountant,605-91-2173,3584334754736537,46715,39,2,Porto,Capricorn
Philipa Lawling,plawlingi0@ca.gov,Female,200.166.145.10,812-334-2022,Manager,123-42-4464,3575556268857349,54132,32,1,Aveiro,Libra
Augustus Grebert,agreberti1@vkontakte.ru,Male,253.188.88.83,648-228-8386,Lawyer,616-31-5732,3585170895847430,35858,31,4,Faro,Aquarius
Rudie Machans,rmachansi2@utexas.edu,Male,68.102.104.171,893-426-5272,Manager,768-97-1696,3550655679645274,57129,42,0,Lisboa,Aries
Chrystal Snartt,csnartti3@utexas.edu,Female,51.104.113.248,183-258-6829,Waiter,547-45-4037,5100173436754389,14400,30,0,Aveiro,Capricorn
Verney Scholler,vscholleri4@state.tx.us,Male,61.253.183.145,875-419-3845,Lawyer,342-04-8586,3534767276508473,31522,28,4,Faro,Gemini
Merv Jillings,mjillingsi5@newyorker.com,Male,103.47.217.177,548-496-3410,Waiter,134-44-3920,5048373136761354,18711,54,2,Viseu,Libra
Christalle Yakob,cyakobi6@columbia.edu,Female,159.119.26.173,506-533-4357,Lawyer,816-49-3604,"5,02037862407942E+018",57346,45,1,Lisboa,Leo
Alex Molloy,amolloyi7@admin.ch,Female,59.68.102.98,998-597-7570,Lawyer,400-43-1224,3555295234601671,63915,25,2,Braga,Virgo
Chaddy Sebley,csebleyi8@pbs.org,Male,229.235.74.86,167-480-5089,Teacher,253-55-7648,3543984673594035,20591,52,2,Porto,Libra
Elladine Bloomfield,ebloomfieldi9@yellowbook.com,Female,121.175.116.192,922-364-9426,Lawyer,420-60-5153,3580645016809927,50980,40,0,Castelo Branco,Pisces
Jerrine Peterkin,jpeterkinia@chicagotribune.com,Female,239.95.66.84,748-933-7928,Engineer,164-52-8350,3560810396471110,42228,54,0,Castelo Branco,Aquarius
Lyle Teape,lteapeib@phpbb.com,Male,188.12.215.208,507-494-0292,Accountant,449-13-7935,"5,60221208191812E+017",45042,34,1,Aveiro,Virgo
Tab Rankine,trankineic@alexa.com,Male,105.239.88.36,840-966-8182,Doctor,582-12-9733,3529296649391182,79565,45,1,Viseu,Sagittarius
Janet Chalcraft,jchalcraftid@bandcamp.com,Female,51.96.145.22,590-631-4867,Waiter,119-88-5729,3556305900802757,11954,57,3,Porto,Sagittarius
Ignatius McGilvary,imcgilvaryie@ameblo.jp,Male,35.14.62.88,705-981-9785,Teacher,321-86-8218,"5,02096617235298E+016",20351,45,2,Braga,Capricorn
Gnni Noto,gnotoif@newsvine.com,Female,33.52.255.216,485-297-5314,Lawyer,554-10-3944,3554729142417631,31765,27,3,Viseu,Cancer
Tripp Farley,tfarleyig@dyndns.org,Male,16.60.170.66,915-491-4251,Waiter,113-94-6677,4390454677825,19207,48,1,Faro,Libra
Kenton Carnell,kcarnellih@ebay.com,Male,187.21.245.120,853-532-0022,Teacher,678-69-8297,"6,70665914817476E+018",20515,27,1,Viseu,Aries
Lise Life,llifeii@hud.gov,Female,42.70.222.107,737-245-3347,Teacher,618-51-2297,3543335468823131,26725,38,3,Viseu,Aries
Armando Brezlaw,abrezlawij@columbia.edu,Male,70.88.7.32,233-171-5644,Accountant,342-33-1075,5602236121425947,44899,48,2,Faro,Libra
Avivah Hugenin,ahugeninik@technorati.com,Female,151.133.37.19,806-903-2988,Teacher,157-86-0282,374288348378307,31473,56,1,Faro,Sagittarius
Amalee Grinstead,agrinsteadil@infoseek.co.jp,Female,58.239.111.192,238-781-2390,Waiter,627-26-2301,3535439184809364,19298,35,3,Lisboa,Capricorn
Brittni Fissenden,bfissendenim@ucsd.edu,Female,208.127.80.197,227-648-9736,Engineer,309-57-7635,3544428852725936,42879,58,4,Aveiro,Leo
Shayne Denton,sdentonin@bbb.org,Male,220.210.123.22,168-922-7345,Engineer,762-41-8181,6709206922330117,59415,52,2,Braga,Scorpio
Regan Hanscomb,rhanscombio@comcast.net,Female,6.155.154.230,957-255-4774,Doctor,309-86-3073,30252756311321,91971,26,4,Castelo Branco,Gemini
Steffen Coles,scolesip@comcast.net,Male,204.246.146.182,953-137-3265,Doctor,310-50-1831,3558709717595298,99952,26,2,Aveiro,Aries
Desdemona Trevithick,dtrevithickiq@wikispaces.com,Female,160.86.241.159,245-306-6769,Engineer,690-18-7988,3553405155749407,40565,25,0,Faro,Sagittarius
Dalis Baiyle,dbaiyleir@arstechnica.com,Male,230.60.223.50,472-768-0597,Lawyer,368-85-1912,5413107429643359,30258,49,2,Porto,Libra
Goldi Hayhow,ghayhowis@yale.edu,Female,74.57.151.222,916-929-6240,Doctor,423-03-7969,"5,60222283216954E+018",64073,50,3,Braga,Sagittarius
Letizia Tohill,ltohillit@myspace.com,Female,140.147.104.199,555-200-4208,Teacher,440-34-1339,5442416447461214,31375,27,3,Faro,Scorpio
Davide Hawgood,dhawgoodiu@furl.net,Male,182.39.207.106,523-519-7830,Engineer,570-61-3217,"5,61056800892418E+018",50570,52,4,Viseu,Virgo
Lamont Meus,lmeusiv@rakuten.co.jp,Male,27.53.250.87,134-668-8236,Teacher,408-63-5161,6046008687232757,29030,48,4,Faro,Leo
Yvon Francomb,yfrancombiw@state.gov,Male,216.76.20.92,178-439-6306,Doctor,163-50-0222,6333476591254757,93409,41,4,Braga,Cancer
Nathalia Gunnell,ngunnellix@php.net,Female,199.5.58.46,953-166-0971,Teacher,623-47-2436,3532849530366245,23754,58,0,Coimbra,Gemini
Ulises Aickin,uaickiniy@tripod.com,Male,0.46.47.134,891-177-2266,Teacher,884-21-7205,5100140144220086,33408,52,4,Viseu,Cancer
Alden Gisbye,agisbyeiz@zimbio.com,Male,36.107.254.159,981-609-8966,Doctor,327-68-9364,201464741386572,61371,42,3,Lisboa,Sagittarius
Fin Elgar,felgarj0@nsw.gov.au,Male,86.21.15.5,351-375-9799,Manager,873-93-3027,3570923577600726,55396,53,1,Faro,Virgo
Guillaume Grigoliis,ggrigoliisj1@quantcast.com,Male,232.116.180.76,631-478-0504,Lawyer,899-47-6470,337941398117852,76676,30,0,Aveiro,Leo
Loralee Drabble,ldrabblej2@bloglines.com,Female,28.24.215.239,565-687-1649,Waiter,836-17-8784,3586087107848643,19365,47,3,Porto,Pisces
Aguie Sutcliff,asutcliffj3@topsy.com,Male,170.89.123.53,998-931-4034,Manager,116-58-3728,6386946670324339,46553,33,4,Faro,Virgo
Wally Derwin,wderwinj4@themeforest.net,Male,47.189.180.95,785-249-3172,Engineer,312-50-2580,3536720635017288,51760,26,1,Coimbra,Libra
Mark Minogue,mminoguej5@slideshare.net,Male,110.114.118.78,255-296-4652,Engineer,779-69-0826,4917003763828512,44167,29,1,Braga,Capricorn
Lil Coytes,lcoytesj6@state.tx.us,Female,246.74.12.26,568-822-7826,Manager,872-25-1258,5281788818825357,49864,56,3,Porto,Scorpio
Ethelind Sidon,esidonj7@hud.gov,Female,60.55.68.204,971-346-4605,Engineer,480-78-1325,36920697416060,50319,59,1,Aveiro,Gemini
Beulah Kener,bkenerj8@so-net.ne.jp,Female,202.103.97.156,899-169-9775,Lawyer,334-15-9966,6386888282578466,59260,29,2,Lisboa,Scorpio
Alyosha Richfield,arichfieldj9@csmonitor.com,Male,214.27.104.69,310-646-3924,Accountant,470-39-1211,5610244276963951,48985,40,1,Viseu,Aries
Aloysius Saunders,asaundersja@scientificamerican.com,Male,173.167.163.218,216-125-6403,Doctor,467-33-9344,3568576319045495,76166,46,0,Viseu,Pisces
Katrine Halleday,khalledayjb@github.com,Female,127.186.47.246,395-614-8241,Accountant,146-55-7657,3575160124808438,54573,49,3,Coimbra,Virgo
Marika Hellier,mhellierjc@parallels.com,Female,59.118.150.29,199-389-0571,Accountant,516-86-4687,3589752419764120,58920,24,1,Castelo Branco,Cancer
Darby Raiston,draistonjd@over-blog.com,Female,19.86.89.226,985-328-8747,Accountant,691-13-6186,3572657574061270,48018,51,2,Castelo Branco,Scorpio
Devon Carty,dcartyje@mit.edu,Female,170.205.124.50,253-107-9696,Engineer,828-22-2051,3547053832859550,59161,45,4,Castelo Branco,Scorpio
Federica Spincks,fspincksjf@weather.com,Female,224.35.238.99,792-521-4921,Manager,247-95-3420,30481865410712,56673,54,1,Faro,Leo
Harlene Comini,hcominijg@baidu.com,Female,213.228.118.71,886-727-6415,Waiter,486-59-0600,5371100279111510,11698,56,4,Coimbra,Leo
Deirdre Carnelley,dcarnelleyjh@goo.gl,Female,2.205.184.161,420-271-6912,Waiter,489-79-9940,4917206075056637,12708,50,0,Viseu,Virgo
Jerrie Oblein,jobleinji@alibaba.com,Male,141.169.228.196,223-861-6967,Accountant,291-62-1120,5231445330462596,41189,51,4,Viseu,Cancer
Kiel Paulillo,kpaulillojj@ft.com,Male,71.122.172.243,541-440-1483,Teacher,451-53-9637,5545542035072984,23213,34,1,Aveiro,Scorpio
Perceval Boyda,pboydajk@google.de,Male,97.138.100.21,813-831-9353,Engineer,756-02-1070,30103602116762,54513,35,3,Castelo Branco,Scorpio
Ilene Gandar,igandarjl@homestead.com,Female,215.47.237.137,195-681-9984,Waiter,177-76-8403,201789837815435,15618,36,1,Viseu,Aquarius
Garfield Gubbin,ggubbinjm@msu.edu,Male,168.218.122.171,226-867-1514,Engineer,335-50-1328,3537142719272797,58383,35,2,Coimbra,Taurus
Hannie Furley,hfurleyjn@soundcloud.com,Female,60.243.229.160,382-494-2392,Engineer,756-38-5057,"6,75916227040773E+018",44778,54,1,Castelo Branco,Cancer
Malynda Willan,mwillanjo@ning.com,Female,47.251.71.211,814-362-6128,Waiter,412-36-6086,3558501649796718,12705,51,3,Viseu,Libra
